Rk,Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1712,Levent Mercan,de,FW,,Schalke 04,Bundesliga,19,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1713,Jorge Meré,es,DF,,Köln,Bundesliga,23,1997,14.4,0,2,0,0.0,0.14,0.00,0.00,,27.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1714,Alex Meret,it,GK,,Napoli,Serie A,23,1997,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1715,Mikel Merino,es,MF,,Real Sociedad,La Liga,24,1996,23.9,2,33,8,24.2,1.38,0.33,0.06,0.25,14.3,0,0,0,3.6,3.6,0.11,-1.6,-1.6,Matches
1716,Martín Merquelanz,es,MF,FW,Real Sociedad,La Liga,25,1995,6.1,0,11,4,36.4,1.80,0.66,0.00,0.00,18.7,1,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
1717,Yıldırım Mert Çetin,tr,DF,,Hellas Verona,Serie A,23,1997,4.6,0,2,0,0.0,0.43,0.00,0.00,,10.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1718,Dries Mertens,be,FW,MF,Napoli,Serie A,33,1987,16.2,9,54,19,35.2,3.33,1.17,0.17,0.47,18.1,6,0,0,5.0,5.0,0.09,+4.0,+4.0,Matches
1719,Roque Mesa,es,MF,,Valladolid,La Liga,31,1989,19.6,1,25,4,16.0,1.28,0.20,0.00,0.00,26.1,2,1,1,1.7,0.9,0.03,-0.7,-0.9,Matches
1720,Illan Meslier,fr,GK,,Leeds United,Premier League,20,2000,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1721,Lionel Messi,ar,FW,MF,Barcelona,La Liga,33,1987,33.6,30,191,85,44.5,5.69,2.53,0.14,0.32,19.7,40,3,5,22.1,17.8,0.10,+7.9,+9.2,Matches
1722,Junior Messias,br,MF,FW,Crotone,Serie A,29,1991,35.7,9,98,31,31.6,2.74,0.87,0.09,0.29,21.8,9,0,0,7.6,7.6,0.08,+1.4,+1.4,Matches
1723,Thomas Meunier,be,DF,,Dortmund,Bundesliga,28,1991,16.4,1,12,3,25.0,0.73,0.18,0.08,0.33,18.7,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
1724,Mexer,mz,DF,,Bordeaux,Ligue 1,31,1988,7.9,0,1,0,0.0,0.13,0.00,0.00,,10.7,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
1725,Max Meyer,de,MF,,Köln,Bundesliga,24,1995,3.9,0,10,5,50.0,2.56,1.28,0.00,0.00,16.7,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
1726,Omenuke Mfulu,cd,MF,,Elche,La Liga,26,1994,8.8,0,3,0,0.0,0.34,0.00,0.00,,20.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1727,Míchel,es,MF,,Valladolid,La Liga,32,1988,10.5,2,10,5,50.0,0.95,0.48,0.20,0.40,25.5,2,0,0,0.5,0.5,0.05,+1.5,+1.5,Matches
1728,Jonas Michelbrink,de,MF,,Hertha BSC,Bundesliga,19,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1729,Clément Michelin,fr,DF,,Lens,Ligue 1,23,1997,12.8,0,11,2,18.2,0.86,0.16,0.00,0.00,28.9,5,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1730,Edouard Michut,fr,MF,,Paris S-G,Ligue 1,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1731,Petar Mićin,rs,MF,,Udinese,Serie A,21,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1732,Florian Miguel,fr,DF,,Nîmes,Ligue 1,23,1996,17.1,0,8,3,37.5,0.47,0.18,0.00,0.00,11.1,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches
1733,Valentin Mihaila,ro,FW,MF,Parma,Serie A,20,2000,7.8,3,19,10,52.6,2.45,1.29,0.16,0.30,17.1,0,0,0,2.7,2.7,0.14,+0.3,+0.3,Matches
1734,Nikola Milenković,rs,DF,,Fiorentina,Serie A,22,1997,33.7,3,21,9,42.9,0.62,0.27,0.14,0.33,12.9,0,0,0,3.9,3.9,0.21,-0.9,-0.9,Matches
1735,Arkadiusz Milik,pl,FW,,Marseille,Ligue 1,26,1994,13.6,9,43,18,41.9,3.17,1.33,0.14,0.33,18.1,1,3,3,7.4,5.1,0.12,+1.6,+0.9,Matches
1736,Sergej Milinković-Savić,rs,MF,,Lazio,Serie A,25,1995,30.5,8,63,21,33.3,2.06,0.69,0.13,0.38,18.7,11,0,0,6.9,6.9,0.11,+1.1,+1.1,Matches
1737,Vanja Milinković-Savić,rs,GK,,Torino,Serie A,23,1997,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1738,Éder Militão,br,DF,,Real Madrid,La Liga,22,1998,12.6,1,12,3,25.0,0.95,0.24,0.08,0.33,12.0,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
1739,Luka Milivojević,rs,MF,,Crystal Palace,Premier League,29,1991,26.2,1,17,5,29.4,0.65,0.19,0.00,0.00,28.4,7,1,2,2.4,0.8,0.05,-1.4,-0.8,Matches
1740,Luis Milla,es,MF,,Granada,La Liga,25,1994,13.9,1,10,3,30.0,0.72,0.22,0.10,0.33,23.7,2,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
1741,Pere Milla,es,FW,MF,Elche,La Liga,27,1992,22.0,4,30,11,36.7,1.36,0.50,0.13,0.36,12.1,0,0,0,5.0,5.0,0.17,-1.0,-1.0,Matches
1742,Álex Millán,es,FW,,Villarreal,La Liga,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1743,Vincenzo Millico,it,FW,MF,Torino,Serie A,19,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1744,Enzo Millot,fr,MF,,Monaco,Ligue 1,18,2002,0.5,0,2,1,50.0,4.39,2.20,0.00,0.00,11.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
1745,James Milner,eng,MF,DF,Liverpool,Premier League,34,1986,11.9,0,12,3,25.0,1.01,0.25,0.00,0.00,24.8,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
1746,Santi Mina,es,FW,,Celta Vigo,La Liga,24,1995,26.8,12,44,21,47.7,1.64,0.78,0.25,0.52,14.6,1,1,1,9.2,8.4,0.19,+2.8,+2.6,Matches
1747,Yerry Mina,co,DF,,Everton,Premier League,25,1994,21.5,2,17,4,23.5,0.79,0.19,0.12,0.50,11.2,0,0,0,1.6,1.6,0.09,+0.4,+0.4,Matches
1748,Takumi Minamino,jp,MF,,Southampton,Premier League,25,1995,7.9,2,13,4,30.8,1.65,0.51,0.15,0.50,18.3,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches
1749,Takumi Minamino,jp,MF,FW,Liverpool,Premier League,25,1995,3.3,1,7,3,42.9,2.15,0.92,0.14,0.33,17.0,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
1750,Tyrone Mings,eng,DF,,Aston Villa,Premier League,27,1993,35.5,2,19,7,36.8,0.54,0.20,0.11,0.29,9.9,0,0,0,1.9,1.9,0.10,+0.1,+0.1,Matches
1751,Óscar Mingueza,es,DF,,Barcelona,La Liga,21,1999,21.1,2,12,6,50.0,0.57,0.28,0.17,0.33,17.1,0,0,0,1.0,1.0,0.08,+1.0,+1.0,Matches
1752,Rafa Mir,es,FW,,Huesca,La Liga,23,1997,32.0,13,117,44,37.6,3.66,1.38,0.09,0.25,15.5,2,2,3,15.3,13.0,0.11,-2.3,-2.0,Matches
1753,Jorge Miramón,es,DF,,Levante,La Liga,31,1989,19.2,0,10,0,0.0,0.52,0.00,0.00,,17.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
1754,Aleksei Miranchuk,ru,MF,FW,Atalanta,Serie A,24,1995,7.5,4,15,6,40.0,2.00,0.80,0.27,0.67,16.3,1,0,0,1.2,1.2,0.08,+2.8,+2.8,Matches
1755,Juan Miranda,es,DF,,Betis,La Liga,20,2000,18.4,1,10,3,30.0,0.54,0.16,0.10,0.33,25.3,1,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
1756,Antonio Mirante,it,GK,,Roma,Serie A,37,1983,12.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1757,Tyrick Mitchell,eng,DF,,Crystal Palace,Premier League,20,1999,19.0,1,2,2,100.0,0.11,0.11,0.50,0.50,7.8,0,0,0,0.8,0.8,0.42,+0.2,+0.2,Matches
1758,Aleksandar Mitrović,rs,FW,,Fulham,Premier League,25,1994,15.6,3,57,19,33.3,3.66,1.22,0.04,0.11,15.8,2,1,2,6.2,4.6,0.08,-3.2,-2.6,Matches
1759,Stefan Mitrović,rs,DF,,Strasbourg,Ligue 1,30,1990,30.9,2,12,4,33.3,0.39,0.13,0.17,0.50,9.0,0,0,0,1.3,1.3,0.11,+0.7,+0.7,Matches
1760,Maximilian Mittelstädt,de,DF,FW,Hertha BSC,Bundesliga,23,1997,20.0,0,16,5,31.3,0.80,0.25,0.00,0.00,25.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
1761,Henrikh Mkhitaryan,am,MF,FW,Roma,Serie A,31,1989,30.5,13,81,33,40.7,2.66,1.08,0.15,0.36,17.3,1,1,1,10.9,10.1,0.13,+2.1,+1.9,Matches
1762,Jakub Moder,pl,DF,MF,Brighton,Premier League,21,1999,7.2,0,13,3,23.1,1.81,0.42,0.00,0.00,17.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
1763,Anthony Modeste,fr,FW,MF,Saint-Étienne,Ligue 1,32,1988,3.3,0,9,1,11.1,2.76,0.31,0.00,0.00,16.8,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
1764,Anthony Modeste,fr,FW,,Köln,Bundesliga,32,1988,2.5,0,7,0,0.0,2.85,0.00,0.00,,16.9,0,0,1,1.8,1.0,0.15,-1.8,-1.0,Matches
1765,Luka Modrić,hr,MF,,Real Madrid,La Liga,34,1985,30.4,5,45,15,33.3,1.48,0.49,0.11,0.33,22.1,1,0,0,2.3,2.3,0.05,+2.7,+2.7,Matches
1766,Terem Moffi,ng,FW,,Lorient,Ligue 1,21,1999,23.0,14,55,24,43.6,2.39,1.04,0.24,0.54,15.0,0,1,1,10.3,9.5,0.17,+3.7,+3.5,Matches
1767,Kevin Möhwald,de,MF,,Werder Bremen,Bundesliga,27,1993,17.3,5,23,8,34.8,1.33,0.46,0.22,0.63,23.9,1,0,0,1.7,1.7,0.07,+3.3,+3.3,Matches
1768,Niklas Moisander,fi,DF,,Werder Bremen,Bundesliga,34,1985,13.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1769,Dion Moise Sahi,ci,FW,MF,Strasbourg,Ligue 1,18,2001,1.0,1,4,1,25.0,3.83,0.96,0.25,1.00,19.7,0,0,0,0.6,0.6,0.14,+0.4,+0.4,Matches
1770,Johan Mojica,co,DF,,Atalanta,Serie A,27,1992,3.3,0,4,0,0.0,1.20,0.00,0.00,,20.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1771,Johan Mojica,co,DF,,Elche,La Liga,27,1992,13.4,0,7,2,28.6,0.52,0.15,0.00,0.00,27.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1772,Guillem Molina,es,DF,,Valencia,La Liga,20,2000,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1773,Jorge Molina,es,FW,,Granada,La Liga,38,1982,17.9,8,23,12,52.2,1.28,0.67,0.35,0.67,11.8,0,0,1,6.0,5.2,0.23,+2.0,+2.8,Matches
1774,Nahuel Molina,ar,DF,,Udinese,Serie A,22,1998,20.3,2,16,6,37.5,0.79,0.30,0.13,0.33,18.4,0,0,0,1.4,1.4,0.09,+0.6,+0.6,Matches
1775,Salvatore Molina,it,MF,DF,Crotone,Serie A,28,1992,25.7,1,15,5,33.3,0.58,0.19,0.07,0.20,21.5,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
1776,Victor Mollejo,es,MF,DF,Getafe,La Liga,19,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1777,Florent Mollet,fr,MF,,Montpellier,Ligue 1,28,1991,26.2,3,51,16,31.4,1.95,0.61,0.06,0.19,20.8,9,0,0,4.2,4.2,0.08,-1.2,-1.2,Matches
1778,Jayson Molumby,ie,MF,,Brighton,Premier League,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1779,Alkhaly Momo Cissé,gn,FW,DF,Stuttgart,Bundesliga,17,2002,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1780,Jon Moncayola,es,MF,,Osasuna,La Liga,22,1998,29.6,2,38,10,26.3,1.29,0.34,0.05,0.20,26.5,0,0,0,1.4,1.4,0.04,+0.6,+0.6,Matches
1781,Gabriele Moncini,it,FW,MF,Benevento,Serie A,24,1996,4.0,0,8,1,12.5,2.02,0.25,0.00,0.00,13.8,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
1782,Thomas Monconduit,fr,MF,,Lorient,Ligue 1,29,1991,12.8,2,22,4,18.2,1.72,0.31,0.09,0.50,27.5,2,0,0,1.2,1.2,0.05,+0.8,+0.8,Matches
1783,Kévin Monnet-Paquet,fr,MF,FW,Saint-Étienne,Ligue 1,31,1988,6.3,0,6,0,0.0,0.96,0.00,0.00,,13.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1784,Nacho Monreal,es,DF,,Real Sociedad,La Liga,34,1986,23.1,1,12,1,8.3,0.52,0.04,0.08,1.00,14.2,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
1785,Cristóbal Montiel,es,MF,FW,Fiorentina,Serie A,20,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1786,Lorenzo Montipò,it,GK,,Benevento,Serie A,24,1996,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1787,Ángel Montoro,es,MF,,Granada,La Liga,32,1988,15.1,1,14,1,7.1,0.93,0.07,0.00,0.00,33.6,3,1,1,1.3,0.5,0.04,-0.3,-0.5,Matches
1788,Martín Montoya,es,DF,,Betis,La Liga,29,1991,2.7,0,2,0,0.0,0.75,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1789,Emre Mor,tr,FW,MF,Celta Vigo,La Liga,23,1997,5.6,0,8,2,25.0,1.44,0.36,0.00,0.00,18.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1790,Luca Mora,it,MF,,Spezia,Serie A,32,1988,1.3,0,1,1,100.0,0.80,0.80,0.00,0.00,10.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
1791,Wesley Moraes,br,FW,,Aston Villa,Premier League,23,1996,0.2,0,1,1,100.0,5.00,5.00,0.00,0.00,12.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1792,Álvaro Morata,es,FW,,Juventus,Serie A,27,1992,22.4,11,55,23,41.8,2.46,1.03,0.18,0.43,11.7,0,1,1,10.7,9.9,0.18,+0.3,+0.1,Matches
1793,Jan Morávek,cz,MF,,Augsburg,Bundesliga,30,1989,3.0,0,1,0,0.0,0.34,0.00,0.00,,14.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
1794,Jon Morcillo,es,MF,FW,Athletic Club,La Liga,21,1998,15.1,2,24,8,33.3,1.58,0.53,0.08,0.25,23.1,3,0,0,1.2,1.2,0.05,+0.8,+0.8,Matches
1795,Jérémy Morel,mg,DF,,Lorient,Ligue 1,36,1984,27.7,0,6,1,16.7,0.22,0.04,0.00,0.00,11.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1796,Alberto Moreno,es,DF,,Villarreal,La Liga,28,1992,2.1,0,4,0,0.0,1.87,0.00,0.00,,18.9,1,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1797,Álex Moreno,es,DF,,Betis,La Liga,27,1993,19.8,0,11,3,27.3,0.55,0.15,0.00,0.00,18.7,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
1798,Gerard Moreno,es,FW,,Villarreal,La Liga,28,1992,29.7,23,87,36,41.4,2.93,1.21,0.15,0.36,16.1,0,10,10,18.9,11.1,0.13,+4.1,+1.9,Matches
1799,Tete Morente,es,MF,FW,Elche,La Liga,23,1996,22.4,2,19,3,15.8,0.85,0.13,0.11,0.67,16.5,0,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
1800,Mateu Morey,es,DF,,Dortmund,Bundesliga,20,2000,9.2,0,2,0,0.0,0.22,0.00,0.00,,25.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1801,Wes Morgan,jm,DF,,Leicester City,Premier League,36,1984,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1802,Ilaix Moriba,gn,MF,,Barcelona,La Liga,17,2003,6.0,1,13,3,23.1,2.16,0.50,0.08,0.33,14.7,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
1803,Raúl Moro,es,FW,,Lazio,Serie A,17,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1804,Loren Morón,es,FW,,Betis,La Liga,26,1993,11.0,1,24,3,12.5,2.18,0.27,0.04,0.33,18.1,0,0,0,2.8,2.8,0.12,-1.8,-1.8,Matches
1805,Pedro Mosquera,es,MF,,Huesca,La Liga,32,1988,22.8,0,8,2,25.0,0.35,0.09,0.00,0.00,28.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1806,Aimen Moueffek,fr,DF,MF,Saint-Étienne,Ligue 1,19,2001,8.3,0,1,0,0.0,0.12,0.00,0.00,,15.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1807,Youssoufa Moukoko,de,FW,MF,Dortmund,Bundesliga,15,2004,4.7,3,20,8,40.0,4.27,1.71,0.15,0.38,15.5,0,0,0,2.2,2.2,0.11,+0.8,+0.8,Matches
1808,Harold Moukoudi,cm,DF,,Saint-Étienne,Ligue 1,22,1997,25.3,3,13,4,30.8,0.51,0.16,0.23,0.75,8.0,0,0,0,2.2,2.2,0.17,+0.8,+0.8,Matches
1809,Jessy Moulin,fr,GK,,Saint-Étienne,Ligue 1,34,1986,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1810,Steve Mounié,bj,FW,,Brest,Ligue 1,25,1994,29.8,9,78,33,42.3,2.62,1.11,0.10,0.24,12.9,0,1,2,12.1,10.5,0.13,-3.1,-2.5,Matches
1811,Mason Mount,eng,MF,,Chelsea,Premier League,21,1999,32.1,6,81,25,30.9,2.52,0.78,0.06,0.20,21.1,6,1,1,6.3,5.5,0.07,-0.3,-0.5,Matches
1812,Lucas Moura,br,FW,MF,Tottenham,Premier League,27,1992,15.7,3,18,6,33.3,1.15,0.38,0.17,0.50,16.1,0,0,0,1.9,1.9,0.11,+1.1,+1.1,Matches
1813,Lys Mousset,fr,FW,MF,Sheffield Utd,Premier League,24,1996,3.3,0,4,2,50.0,1.22,0.61,0.00,0.00,16.8,0,0,0,1.0,1.0,0.24,-1.0,-1.0,Matches
1814,João Moutinho,pt,MF,,Wolves,Premier League,33,1986,28.1,1,14,4,28.6,0.50,0.14,0.07,0.25,23.7,1,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
1815,Samuel Moutoussamy,cd,FW,,Nantes,Ligue 1,23,1996,0.9,0,2,0,0.0,2.20,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1816,Loris Mouyokolo,fr,DF,,Lorient,Ligue 1,19,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1817,Javi Moyano,es,DF,,Valladolid,La Liga,34,1986,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1818,Nordi Mukiele,fr,DF,,RB Leipzig,Bundesliga,22,1997,18.6,3,21,7,33.3,1.13,0.38,0.14,0.43,13.0,0,0,0,2.6,2.6,0.12,+0.4,+0.4,Matches
1819,Mert Müldür,tr,DF,,Sassuolo,Serie A,21,1999,18.6,0,15,1,6.7,0.81,0.05,0.00,0.00,16.6,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
1820,Florian Müller,de,GK,,Freiburg,Bundesliga,22,1997,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1821,Sebastian Müller,de,MF,DF,Arminia,Bundesliga,19,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1822,Thomas Müller,de,MF,,Bayern Munich,Bundesliga,30,1989,29.7,11,50,17,34.0,1.68,0.57,0.20,0.59,13.9,0,1,1,8.2,7.4,0.15,+2.8,+2.6,Matches
1823,Joel Mumbongo,se,FW,,Burnley,Premier League,21,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1824,Marshall Munetsi,zw,MF,DF,Reims,Ligue 1,24,1996,21.4,1,12,3,25.0,0.56,0.14,0.08,0.33,20.0,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
1825,Iker Muniain,es,MF,FW,Athletic Club,La Liga,27,1992,21.6,5,23,9,39.1,1.07,0.42,0.22,0.56,13.9,1,0,0,4.5,4.5,0.21,+0.5,+0.5,Matches
1826,Aihen Muñoz,es,DF,,Real Sociedad,La Liga,22,1997,13.4,0,4,1,25.0,0.30,0.07,0.00,0.00,21.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1827,Joaquín Muñoz,es,FW,,Huesca,La Liga,21,1999,0.5,0,1,1,100.0,2.20,2.20,0.00,0.00,15.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1828,Luis Muriel,co,FW,,Atalanta,Serie A,29,1991,16.0,22,84,36,42.9,5.26,2.26,0.24,0.56,18.0,8,2,3,15.5,13.1,0.16,+6.5,+6.9,Matches
1829,Jeison Murillo,co,DF,,Celta Vigo,La Liga,28,1992,30.0,2,9,3,33.3,0.30,0.10,0.22,0.67,10.8,0,0,0,0.8,0.8,0.09,+1.2,+1.2,Matches
1830,Vedat Muriqi,xk,FW,,Lazio,Serie A,26,1994,9.2,1,31,8,25.8,3.35,0.87,0.03,0.13,13.4,0,0,0,3.2,3.2,0.10,-2.2,-2.2,Matches
1831,Jacob Murphy,eng,DF,MF,Newcastle Utd,Premier League,25,1995,18.1,2,30,8,26.7,1.66,0.44,0.07,0.25,23.4,6,0,0,1.7,1.7,0.06,+0.3,+0.3,Matches
1832,Nicola Murru,it,DF,,Torino,Serie A,25,1994,6.3,0,5,1,20.0,0.79,0.16,0.00,0.00,16.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
1833,Petar Musa,hr,FW,,Union Berlin,Bundesliga,22,1998,7.9,1,17,5,29.4,2.14,0.63,0.06,0.20,12.7,0,0,0,3.2,3.2,0.19,-2.2,-2.2,Matches
1834,Mateo Musacchio,ar,DF,,Lazio,Serie A,29,1990,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1835,Mateo Musacchio,ar,DF,,Milan,Serie A,29,1990,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1836,Yunus Musah,us,MF,,Valencia,La Liga,17,2002,17.0,1,6,2,33.3,0.35,0.12,0.17,0.50,19.0,0,0,0,1.1,1.1,0.18,-0.1,-0.1,Matches
1837,Jamal Musiala,de,FW,MF,Bayern Munich,Bundesliga,17,2003,9.8,6,26,10,38.5,2.66,1.02,0.23,0.60,15.4,0,0,0,2.9,2.9,0.11,+3.1,+3.1,Matches
1838,Juan Musso,ar,GK,,Udinese,Serie A,26,1994,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1839,Shkodran Mustafi,de,DF,,Arsenal,Premier League,28,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1840,Shkodran Mustafi,de,DF,,Schalke 04,Bundesliga,28,1992,11.5,1,9,2,22.2,0.78,0.17,0.11,0.50,11.7,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
1841,Yoshinori Mutō,jp,FW,MF,Eibar,La Liga,28,1992,12.5,1,22,5,22.7,1.76,0.40,0.05,0.20,15.6,0,0,0,2.5,2.5,0.11,-1.5,-1.5,Matches
1842,Phillipp Mwene,at,DF,MF,Mainz 05,Bundesliga,26,1994,18.6,1,7,3,42.9,0.38,0.16,0.14,0.33,23.1,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
1843,Joakim Mæhle,dk,DF,,Atalanta,Serie A,23,1997,13.5,0,21,6,28.6,1.55,0.44,0.00,0.00,18.8,0,0,0,1.6,1.6,0.07,-1.6,-1.6,Matches
1844,Obite N'Dicka,ci,DF,,Eint Frankfurt,Bundesliga,20,1999,22.7,3,17,5,29.4,0.75,0.22,0.18,0.60,10.9,0,0,0,1.4,1.4,0.08,+1.6,+1.6,Matches
1845,Kévin N'Doram,fr,MF,,Metz,Ligue 1,24,1996,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1846,Stanley N'Soki,fr,DF,,Nice,Ligue 1,21,1999,13.8,0,7,0,0.0,0.51,0.00,0.00,,9.7,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
1847,Nacho,es,DF,,Valladolid,La Liga,31,1989,20.1,0,8,1,12.5,0.40,0.05,0.00,0.00,22.3,3,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
1848,Nacho,es,DF,,Real Madrid,La Liga,30,1990,22.2,1,11,3,27.3,0.50,0.14,0.09,0.33,16.9,1,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches
1849,Yuto Nagatomo,jp,DF,,Marseille,Ligue 1,33,1986,17.7,0,4,0,0.0,0.23,0.00,0.00,,27.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1850,Kenny Nagera,fr,FW,,Paris S-G,Ligue 1,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1851,Radja Nainggolan,be,MF,,Cagliari,Serie A,32,1988,20.5,1,49,6,12.2,2.40,0.29,0.02,0.17,26.1,0,0,0,1.5,1.5,0.03,-0.5,-0.5,Matches
1852,Radja Nainggolan,be,MF,,Inter,Serie A,32,1988,0.5,0,3,0,0.0,5.87,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1853,Marvelous Nakamba,zw,MF,,Aston Villa,Premier League,26,1994,8.3,0,2,1,50.0,0.24,0.12,0.00,0.00,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
